Genero;Idade;Escolaridade;Trabalho;Reg_metrop;Cor;Reg_Urbano;Cart_assinada;Pobreza
Feminino;50;5;4;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;59;4;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;36;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;46;5;10;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Feminino;28;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;33;3;4;Nao_Metrop;Branco;Urbano;Sim;Pobreza
Feminino;47;2;11;Nao_Metrop;Branco;Urbano;Nao;Pobreza
Feminino;24;5;4;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;29;5;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;40;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;23;5;4;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;47;2;4;Nao_Metrop;Nao Branco;Urbano;Nao;Pobreza
Feminino;43;5;7;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;36;2;1;Metrop;Nao Branco;Rural;Sim;Nao
Masculino;19;5;1;Metrop;Nao Branco;Rural;Sim;Nao
Masculino;43;2;1;Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;34;4;4;Metrop;Nao Branco;Rural;Sim;Pobreza
Masculino;49;2;4;Metrop;Nao Branco;Rural;Nao;Pobreza
Masculino;62;2;1;Metrop;Nao Branco;Rural;Sim;Nao
Masculino;35;2;3;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Masculino;26;5;2;Nao_Metrop;Nao Branco;Rural;Sim;Pobreza
Masculino;34;2;1;Nao_Metrop;Nao Branco;Rural;Sim;Pobreza
Masculino;42;2;1;Nao_Metrop;Nao Branco;Rural;Sim;Pobreza
Feminino;31;5;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;36;7;8;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;38;7;9;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;24;5;9;Nao_Metrop;Branco;Urbano;Nao;Pobreza
Masculino;55;2;2;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;40;7;9;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;32;5;10;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;55;2;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;30;7;7;Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;30;5;2;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;54;6;8;Metrop;Branco;Urbano;Outros;Nao
Masculino;36;7;9;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;30;7;9;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;65;2;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Feminino;43;7;9;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Masculino;20;2;1;Nao_Metrop;Nao Branco;Rural;Nao;Pobreza
Feminino;41;7;2;Metrop;Branco;Urbano;Nao;Nao
Feminino;47;7;2;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;23;6;7;Metrop;Branco;Urbano;Nao;Nao
Feminino;58;7;9;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;56;7;3;Metrop;Branco;Urbano;Sim;Nao
Masculino;29;7;7;Metrop;Branco;Urbano;Outros;Nao
Masculino;21;6;7;Metrop;Branco;Urbano;Nao;Nao
Feminino;54;7;2;Metrop;Branco;Urbano;Sim;Nao
Masculino;46;3;5;Metrop;Branco;Urbano;Nao;Nao
Masculino;45;7;4;Metrop;Branco;Urbano;Sim;Nao
Feminino;46;7;7;Metrop;Branco;Urbano;Sim;Nao
Feminino;31;7;4;Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;50;7;2;Metrop;Branco;Urbano;Sim;Nao
Feminino;47;7;4;Metrop;Branco;Urbano;Sim;Nao
Feminino;22;7;9;Metrop;Branco;Urbano;Outros;Nao
Masculino;25;7;4;Metrop;Branco;Urbano;Sim;Nao
Masculino;37;3;3;Metrop;Branco;Urbano;Sim;Pobreza
Masculino;28;5;9;Metrop;Branco;Urbano;Sim;Nao
Feminino;25;5;4;Metrop;Branco;Urbano;Sim;Nao
Feminino;36;6;4;Metrop;Branco;Urbano;Sim;Nao
Masculino;30;5;5;Metrop;Branco;Urbano;Sim;Pobreza
Feminino;33;5;4;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;57;2;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;37;6;8;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;32;2;5;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;35;2;4;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;36;5;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;48;2;2;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;43;2;2;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;18;5;2;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;18;5;7;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;33;5;2;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;53;2;6;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Feminino;38;5;8;Nao_Metrop;Nao Branco;Rural;Nao;Nao
Masculino;24;4;5;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;47;7;7;Metrop;Branco;Urbano;Sim;Nao
Masculino;36;4;3;Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;26;4;4;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;59;2;5;Metrop;Branco;Urbano;Outros;Nao
Feminino;43;5;9;Metrop;Branco;Urbano;Sim;Nao
Masculino;38;4;2;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;30;3;2;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;30;5;2;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;28;3;2;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;28;5;2;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;64;7;4;Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;62;2;4;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;34;7;7;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;34;5;10;Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;29;7;5;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;60;5;4;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;35;7;8;Metrop;Branco;Urbano;Nao;Nao
Masculino;37;6;2;Metrop;Branco;Urbano;Nao;Nao
Masculino;39;4;4;Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;52;7;7;Metrop;Branco;Urbano;Outros;Nao
Masculino;22;6;8;Metrop;Branco;Urbano;Nao;Nao
Masculino;41;6;4;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;52;7;9;Metrop;Branco;Urbano;Outros;Nao
Feminino;23;6;8;Metrop;Branco;Urbano;Nao;Nao
Masculino;65;7;9;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;42;7;10;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;54;6;4;Metrop;Branco;Urbano;Outros;Nao
Feminino;53;7;9;Metrop;Branco;Urbano;Sim;Nao
Masculino;38;7;8;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;65;7;2;Metrop;Branco;Urbano;Outros;Nao
Masculino;69;7;9;Metrop;Branco;Urbano;Outros;Nao
Feminino;28;7;8;Metrop;Branco;Urbano;Outros;Nao
Feminino;25;7;8;Metrop;Branco;Urbano;Outros;Nao
Feminino;29;7;8;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;59;7;7;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;38;7;8;Metrop;Branco;Urbano;Outros;Nao
Feminino;47;5;10;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;62;3;5;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;36;4;2;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;35;4;2;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;41;7;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;32;3;2;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;38;5;10;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;32;5;10;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;47;5;5;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;64;5;8;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;38;5;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;38;7;8;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;39;7;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;35;7;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;36;7;8;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;20;5;7;Metrop;Branco;Urbano;Sim;Pobreza
Feminino;34;6;7;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;33;7;7;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;36;7;8;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;32;2;11;Nao_Metrop;Branco;Urbano;Nao;Pobreza
Feminino;41;5;11;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;42;2;3;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;27;2;3;Nao_Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;26;2;3;Nao_Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;20;2;3;Nao_Metrop;Branco;Urbano;Nao;Pobreza
Masculino;55;5;8;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;30;2;1;Nao_Metrop;Nao Branco;Urbano;Nao;Pobreza
Feminino;38;2;10;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;35;2;1;Nao_Metrop;Branco;Rural;Outros;Pobreza
Masculino;45;3;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;54;5;1;Nao_Metrop;Branco;Rural;Outros;Pobreza
Masculino;39;5;1;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Feminino;39;2;1;Nao_Metrop;Nao Branco;Rural;Nao;Nao
Masculino;37;2;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;56;2;1;Nao_Metrop;Nao Branco;Rural;Nao;Nao
Masculino;42;2;1;Nao_Metrop;Nao Branco;Rural;Sim;Pobreza
Masculino;46;2;2;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Feminino;34;5;9;Nao_Metrop;Nao Branco;Rural;Nao;Nao
Masculino;26;2;4;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Masculino;65;2;2;Nao_Metrop;Nao Branco;Rural;Sim;Pobreza
Masculino;38;5;9;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;30;5;6;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;48;2;6;Metrop;Branco;Urbano;Outros;Pobreza
Feminino;41;2;11;Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;34;4;7;Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;45;2;6;Metrop;Branco;Urbano;Outros;Pobreza
Masculino;45;5;7;Metrop;Branco;Urbano;Sim;Pobreza
Feminino;25;3;6;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;37;7;7;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;59;5;10;Nao_Metrop;Nao Branco;Urbano;Nao;Pobreza
Feminino;45;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;50;5;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;59;2;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;60;2;2;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;21;2;3;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Masculino;43;2;1;Nao_Metrop;Nao Branco;Rural;Nao;Pobreza
Masculino;57;5;6;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Feminino;55;7;6;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Masculino;28;3;1;Nao_Metrop;Nao Branco;Rural;Nao;Pobreza
Masculino;35;5;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;19;4;2;Nao_Metrop;Nao Branco;Rural;Nao;Pobreza
Masculino;43;2;4;Nao_Metrop;Nao Branco;Rural;Sim;Pobreza
Masculino;22;2;2;Nao_Metrop;Nao Branco;Rural;Nao;Pobreza
Feminino;45;7;7;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;58;7;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;18;4;8;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;39;5;8;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;32;3;10;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;38;7;8;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;48;5;8;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;30;3;2;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;45;5;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;54;2;1;Nao_Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;49;3;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;41;2;5;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;31;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;34;3;10;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;29;6;7;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;27;5;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;23;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;39;3;4;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;36;7;2;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;29;7;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;21;6;9;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;33;3;10;Nao_Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;51;5;10;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;38;2;2;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;45;2;4;Nao_Metrop;Branco;Urbano;Nao;Pobreza
Masculino;40;2;3;Nao_Metrop;Nao Branco;Rural;Nao;Pobreza
Masculino;35;3;3;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Feminino;19;7;11;Nao_Metrop;Nao Branco;Rural;Nao;Nao
Feminino;27;5;8;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Masculino;26;2;3;Nao_Metrop;Branco;Rural;Nao;Nao
Masculino;30;7;2;Nao_Metrop;Nao Branco;Rural;Nao;Nao
Masculino;26;5;2;Nao_Metrop;Nao Branco;Rural;Nao;Nao
Feminino;26;5;11;Nao_Metrop;Branco;Rural;Nao;Pobreza
Masculino;24;2;5;Nao_Metrop;Nao Branco;Rural;Nao;Pobreza
Feminino;30;2;2;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;40;2;1;Nao_Metrop;Nao Branco;Rural;Nao;Pobreza
Feminino;31;4;6;Nao_Metrop;Branco;Urbano;Nao;Pobreza
Masculino;37;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;43;5;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;55;2;4;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;37;2;4;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;44;1;2;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;21;5;4;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;44;2;1;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;27;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;29;5;6;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;26;3;4;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Feminino;23;5;6;Nao_Metrop;Branco;Urbano;Nao;Pobreza
Feminino;24;5;6;Metrop;Branco;Urbano;Nao;Pobreza
Masculino;47;5;7;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;56;5;11;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;23;4;4;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;31;4;7;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;42;2;4;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;35;3;6;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;26;3;2;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;50;2;6;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;34;6;9;Nao_Metrop;Branco;Rural;Nao;Nao
Masculino;39;5;5;Nao_Metrop;Branco;Rural;Nao;Nao
Masculino;48;7;9;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Masculino;33;3;4;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;35;5;8;Nao_Metrop;Nao Branco;Urbano;Nao;Pobreza
Feminino;57;5;8;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;26;6;9;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;43;5;4;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;23;5;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;44;2;9;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;53;3;4;Nao_Metrop;Branco;Urbano;Outros;Pobreza
Masculino;32;7;2;Nao_Metrop;Nao Branco;Urbano;Nao;Pobreza
Feminino;60;7;8;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;54;5;2;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;36;2;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;23;6;8;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;44;7;4;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;22;6;4;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;39;2;2;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;62;7;9;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;27;5;7;Metrop;Branco;Urbano;Sim;Nao
Masculino;28;5;2;Metrop;Branco;Urbano;Sim;Nao
Feminino;48;7;2;Metrop;Branco;Urbano;Sim;Nao
Masculino;55;7;4;Metrop;Branco;Urbano;Outros;Nao
Masculino;44;5;10;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;41;5;6;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;64;4;6;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;39;5;6;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;59;7;10;Metrop;Branco;Urbano;Outros;Nao
Masculino;58;2;4;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;54;6;7;Metrop;Branco;Urbano;Sim;Nao
Masculino;38;2;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;18;2;10;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Feminino;63;5;2;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;59;2;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;31;3;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;43;2;4;Nao_Metrop;Nao Branco;Rural;Nao;Pobreza
Masculino;57;1;1;Nao_Metrop;Nao Branco;Rural;Nao;Pobreza
Masculino;40;2;6;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;51;2;1;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Feminino;29;5;1;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Masculino;27;2;1;Nao_Metrop;Nao Branco;Rural;Nao;Pobreza
Masculino;33;2;1;Nao_Metrop;Branco;Rural;Nao;Pobreza
Feminino;32;5;1;Nao_Metrop;Nao Branco;Rural;Nao;Pobreza
Masculino;43;5;1;Nao_Metrop;Nao Branco;Rural;Nao;Pobreza
Masculino;42;2;1;Nao_Metrop;Nao Branco;Rural;Nao;Pobreza
Masculino;46;2;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;40;4;5;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;42;5;8;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;33;5;4;Nao_Metrop;Branco;Urbano;Sim;Pobreza
Masculino;35;6;7;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Feminino;54;5;9;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;32;7;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;55;7;9;Metrop;Branco;Urbano;Outros;Nao
Masculino;59;7;9;Metrop;Branco;Urbano;Outros;Nao
Masculino;60;7;7;Metrop;Branco;Urbano;Outros;Nao
Feminino;59;7;9;Metrop;Branco;Urbano;Outros;Nao
Masculino;60;7;9;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;36;7;4;Metrop;Branco;Urbano;Outros;Pobreza
Feminino;53;7;2;Metrop;Branco;Urbano;Outros;Nao
Feminino;25;7;10;Metrop;Branco;Urbano;Nao;Nao
Feminino;46;7;8;Metrop;Branco;Urbano;Outros;Nao
Masculino;49;7;8;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;46;7;4;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;20;5;4;Metrop;Branco;Urbano;Nao;Pobreza
Feminino;27;5;3;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;28;6;8;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;82;2;2;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;39;2;4;Metrop;Branco;Urbano;Outros;Nao
Feminino;31;5;11;Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;33;3;5;Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;28;5;7;Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;48;2;4;Metrop;Branco;Urbano;Sim;Nao
Masculino;47;2;7;Metrop;Branco;Urbano;Sim;Nao
Masculino;28;3;7;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;27;5;6;Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;47;5;7;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;25;3;3;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;34;6;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;39;5;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;33;4;4;Nao_Metrop;Branco;Urbano;Nao;Pobreza
Feminino;45;6;6;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;28;7;6;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;27;1;4;Nao_Metrop;Branco;Urbano;Nao;Pobreza
Masculino;29;3;4;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;26;3;2;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;35;7;9;Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;62;2;2;Metrop;Branco;Urbano;Outros;Pobreza
Feminino;44;5;10;Metrop;Branco;Urbano;Nao;Pobreza
Feminino;27;5;6;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;31;5;7;Metrop;Branco;Urbano;Sim;Pobreza
Feminino;34;7;7;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;65;2;11;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;35;2;3;Metrop;Nao Branco;Urbano;Nao;Pobreza
Feminino;27;2;11;Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;22;2;4;Metrop;Branco;Urbano;Sim;Pobreza
Masculino;22;5;4;Metrop;Branco;Urbano;Outros;Nao
Feminino;21;5;4;Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;51;5;7;Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;19;5;5;Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;19;5;7;Metrop;Branco;Urbano;Sim;Nao
Feminino;39;5;11;Metrop;Branco;Urbano;Sim;Nao
Masculino;27;5;3;Metrop;Branco;Urbano;Outros;Pobreza
Masculino;35;5;2;Metrop;Branco;Urbano;Outros;Pobreza
Masculino;40;2;4;Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;38;2;6;Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;43;2;3;Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;35;4;4;Metrop;Branco;Urbano;Sim;Pobreza
Masculino;26;2;7;Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;37;5;7;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;28;2;1;Nao_Metrop;Branco;Rural;Nao;Pobreza
Masculino;30;2;1;Nao_Metrop;Branco;Rural;Nao;Pobreza
Masculino;48;2;1;Nao_Metrop;Nao Branco;Rural;Nao;Pobreza
Masculino;40;2;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;34;7;9;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;68;7;9;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;40;7;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;59;7;9;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;41;3;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;55;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;45;5;5;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;39;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;44;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;34;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;33;2;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;45;5;3;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;48;7;9;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;48;7;8;Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;69;2;2;Metrop;Branco;Urbano;Sim;Nao
Feminino;26;6;11;Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;27;6;9;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;51;3;5;Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;41;5;9;Metrop;Nao Branco;Urbano;Nao;Pobreza
Masculino;40;5;4;Metrop;Branco;Urbano;Sim;Nao
Feminino;62;2;10;Metrop;Branco;Urbano;Nao;Nao
Feminino;18;2;10;Metrop;Nao Branco;Urbano;Outros;Pobreza
Feminino;40;7;9;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;38;6;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;57;7;9;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;55;5;8;Metrop;Nao Branco;Urbano;Outros;Nao
